p1 | 10070 | 0.4608876705169678
p2 | 8908 | 0.47864532470703125
p3 | 10508 | 0.47675251960754395
p4 | 12108 | 0.4396247863769531
p5 | 10649 | 0.47641921043395996
p6 | 9534 | 0.4705214500427246
p7 | 11255 | 0.47056055068969727
p8 | 12855 | 0.4691033363342285
p9 | 9616 | 0.37594127655029297
p10 | 8778 | 0.4149022102355957
p11 | 10200 | 0.4061753749847412
p12 | 11525 | 0.3959798812866211
p13 | 10082 | 6.514757394790649
p14 | 8475 | 5.677933692932129
p15 | 11275 | 5.729536771774292
p16 | 14075 | 6.029879570007324
p17 | 10082 | 6.73272180557251
p18 | 8475 | 5.94129204750061
p19 | 11275 | 5.860640287399292
p20 | 14075 | 5.578881502151489
p21 | 10082 | 6.524341583251953
p22 | 8475 | 5.74212121963501
p23 | 11275 | 5.797874927520752
p24 | 14075 | 5.729790449142456
p25 | 14740 | 88.4983537197113
p26 | 12962 | 90.5929548740387
p27 | 16962 | 87.07320094108582
p28 | 20962 | 85.0673451423645
p29 | 15765 | 98.85601758956909
p30 | 13602 | 106.76916885375977
p31 | 18002 | 108.28910040855408
p32 | 22402 | 105.29974842071533
p33 | 15079 | 91.91602802276611
p34 | 13214 | 97.25499892234802
p35 | 17414 | 95.637380361557
p36 | 21614 | 96.20159530639648
p37 | 14663 | 86.94498682022095
p38 | 12903 | 84.18055582046509
p39 | 16903 | 84.46189761161804
p40 | 20903 | 85.1578893661499
p41 | 8375 | 0.6751084327697754
p42 | 9041 | 10.84464979171753
p43 | 11789 | 46.10360908508301
p44 | 11888 | 0.6787204742431641
p45 | 11209 | 10.180845975875854
p46 | 12382 | 43.268913984298706
p47 | 13271 | 0.7876832485198975
p48 | 11882 | 12.512243747711182
p49 | 11804 | 46.92730975151062
p50 | 9316 | 0.7690560817718506
p51 | 9341 | 12.705913543701172
p52 | 15149 | 0.854703426361084
p53 | 12851 | 10.712563514709473
p54 | 15151 | 0.8220689296722412
p55 | 12753 | 11.897861003875732
p56 | 26616 | 116.46088242530823
p57 | 34416 | 117.65096950531006
p58 | 52616 | 118.62616562843323
p59 | 39067 | 112.23123693466187
p60 | 26616 | 117.76554107666016
p61 | 34416 | 119.0915834903717
p62 | 52616 | 117.43644905090332
p63 | 39041 | 114.43519568443298
p64 | 26616 | 118.7784059047699
p65 | 34416 | 118.56023812294006
p66 | 52616 | 118.04449987411499
p67 | 39104 | 117.42396402359009
p68 | 26616 | 117.50289869308472
p69 | 34416 | 119.44623589515686
p70 | 52616 | 120.37322068214417
p71 | 39041 | 116.51375365257263
